image,emotion,text,source,split
"Invincible, Vol. 1.pdf_p0230_panel_0.jpg",joy,"a2 ded Liked Lie
a! (Lire

Se

XS SSE
SSC RES

CN",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0997_panel_4.jpg",fear,"THE TWO OF THE.
WERE PULLED IN
THE OTHER DIMENS

WHILE THERE--TI
BOY WAS ENC AN

BY SOM
SORCERER, TURN
INTO THAT

   
   
   
 
    
 

    
   
   

GRANDMOTHER
ACCIDENTALLY
OPENED SOME
PORTAL TO ANOTHER
DIMENSION WHEN
| AS MAKI
USLY? ) > SOME KIND OF
HERBAL REMEDY",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0545_panel_7.jpg",surprise,"YEAH--
IT REALLY",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0042_panel_1.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0278_panel_3.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0320_panel_4.jpg",anger,"MY MAIN CONCERN
IS YOUR MOTHER. THE
INTIMATE DETAILS OF YOUR
DISCUSSION WITH YOUR FATHER
NEARLY PUT HER INTO SHOCK
BEFORE. SHE DIDN'T SPEAK
FOR NEARLY TWO WEEKS,
ALMOST THE ENTIRE
TIME YOU WERE
UNCONSCIOUS.

THESE ARE
ALL THINGS SHE’S
HEARD BEFORE BUT I
DON’T KNOW THAT SHE’S
READY TO HEAR IT AGAIN.
IF THERE’S ANYTHING I
CAN 00, PLEASE... DON’T
HESITATE TO LET
Me KNOW.

THANKS,
CECIL. I

REALLY
APPRECIATE
THIS.

AND DON’T
WORRY... WE’LL
GET THE GUY
RESPONSIBLE FOR

AND WITH
THAT I MUST
MAKE MY EXIT.
ONE TO TELEPORT,
STAND BY.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0749_panel_6.jpg",disgust,"COOL. Sd...
YOU WANT TO
PITCH CLASS
WITH ME? WE
COULD GO TO
AFRICA.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0965_panel_1.jpg",anger,"ISABETTER FATE £
THAN PEATH!",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0347_panel_3.jpg",neutral,"OH, NO '
THE CEREMONY
S TOD

IS TODAY.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0774_panel_2.jpg",surprise,HELLO?,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0415_panel_1.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0440_panel_4.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0091_panel_1.jpg",neutral,"OH DEAR, I MUST
HAVE STARTED THE
TIMER TOO LATE
AFTER YOU GOT
HERE. NO MATTER,
YOU’LL HAVE A
FEW MORE
SECONDS
TO--",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0938_panel_2.jpg",neutral,"YOU, Ub...
WANT TO TALK
ABOUT IT?",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0831_panel_4.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0321_panel_3.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0906_panel_0.jpg",neutral,"Se Ad

 

TALESCRIA, THE CAPITAL 7
OF THE COALITION OF PLANETS, |
THE MEDICAL CENTER. :

 

ia |
CA an roy

| ;
| ~_/
ca ||| |
| - ka Hil ] tel",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0793_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0327_panel_2.jpg",anger,"A FRESHMAN, BUT OULP TELL
JUST FROM THAT BRIEF MEETING
THAT He was A GOOD
AN.

I’VE BEEN TOLD
THAT T’VE GOT AN
UNCANNY ABILITY
FOR JUDGING THE

CHARACTER OF

A PERSON.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0815_panel_0.jpg",neutral,"WHATEVER. &

LET’S Give
THIS THING A ¥

MINUTE OR TWO
TO RECHARGE

ANP THEN |

\ WE CAN GO
HOME.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0502_panel_8.jpg",anger,"WHY
AREN’T WE
GOING AFTER YOU’RE
THE BAD WHAT’S ‘a ASKING TOO
GUY # GOING ON MANY

QUESTIONS.

aa

Pee ee PY _—
a any Fane Fm | 4 aes.
pm FO

eo

» \ <a

~s ae. oe Toe |
ee SS

Sf HE Moo",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0445_panel_3.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0030_panel_2.jpg",neutral,"THE SECOND STEP WAS TO INSTALL GLOBAL DEFENS
B SYSTEMS TO PROTECT THE PLANET FROM SVACEBORN
MENACES, BOTH NATURAL AND UNNATURAL, THA

MIGHT PREVENT THE SURVIVAL OF THE CIVILIZATION.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0086_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1031_panel_3.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0749_panel_3.jpg",neutral,"<7

(E
a
2,

rs

 

‘2",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0672_panel_0.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0522_panel_5.jpg",neutral,PRUGS?,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0389_panel_3.jpg",neutral,"——

U
TITAN. THEY
CALL ME",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0282_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0869_panel_4.jpg",neutral,"ARE WE
WINNING 4 I
CAN’T EVEN

TELL IF

WE’RE DOING

ANYTHING.

i oN PROGRESS.
» FES
‘ Cd
e. bf \",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0723_panel_5.jpg",neutral,"THEY
HAD A CHILD
TOGETHER.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0083_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1012_panel_3.jpg",surprise,"YEAH. IT'S N
JUST HARD HONESTLY,
D THE I JUST PO
. NOT TAKE IT
SERIOUSLY. T
DON’T CARE
ABOUT IT. IT’S",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0515_panel_6.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0047_panel_5.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0524_panel_11.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0249_panel_1.jpg",anger,"OF COURSE, WHEN I CAME OF AGE, I SIGNED UP
FOR DUTY. I WAS ON THE SEARCH COMMITTEE,

MY JOB WAS TO LOCATE AND EVALUATE PLANETS
THAT MIGHT BE RIPE FOR CONQUEST.

—_-—-— -—a i -

od

BY THEN THE OPERATION
HAD BEEN EXPANDED AND
PERFECTED. I WAS
STATIONED ON A MOBILE
BASE THAT TRAVELED
FROM PLANET TO PLANET
AS WE CONQUERED THEM.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1057_panel_1.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0621_panel_1.jpg",neutral,"--IS

{S
ER",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0332_panel_0.jpg",fear,"3
=
wi
<
o
<
r
Ww
I

INVOLVEMENT WITH
THE PREVIOUS OWNERS
AND HE CAN BE VERY
PERSUASIVE.

 

| iON PA 2m.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0226_panel_1.jpg",neutral,"ac
| | 7 = NN >, we ~
Z. ee oe",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0225_panel_0.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0615_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0542_panel_10.jpg",anger,"HE TOLD Me--HE TOLD
ME THAT EVERYTHING
HE HAP EVER TOLD
Me ABOUT
HIMSELF --",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0818_panel_2.jpg",fear,"WE COVERED THE WHOLE
THING UP. LEAKED SOME
NONSENSE ABOUT A GAS
LINE BLOWING. LOCAL
AUTHORITIES SEEM TO
HAVE BOUGHT IT. SO
YOUR IDENTITY IS
CLEAR.

   
    
 
    
 
   
   
   
 
 
 
   
    
 
 
    
   

  

YOU CAN
SEE YOUR MOTHER
INA MOMENT BUT

FIRST--ANGSTROM
LEVY, WHAT HAPPENED
TO HIM? HOW DID
YOU STOV",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0043_panel_3.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0816_panel_1.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1033_panel_3.jpg",surprise,"YOU'RE GOING
TO CLASS
TOMORROW?",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0198_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0626_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0034_panel_4.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0700_panel_6.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0316_panel_4.jpg",neutral,"y ——_="",
awa 3

Ol
A) y Ni
a an Ly
Fh 7
*
<p f aa!
CE a, oo ,
2 c
oy 7 eS
>, A]
if

b 7
ei (FY eZ
Oe Q",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0661_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0915_panel_0.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0318_panel_4.jpg",neutral,"' 1 SEE ONE SIGN OF
YOU CHANGING

SIDES AND I’M
TAKING YOU

 

SIMPLE

mt",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0700_panel_1.jpg",neutral,"YOU’RE IN WAY OVER
YOUR HEAD HERE,
CHILD.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0775_panel_1.jpg",neutral,"""

TTT The | —M TTT TT eS a
| Eh
: i a
mr.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0202_panel_0.jpg",fear,"e. - ng
Wes

Wis G

UN LIKE HORROR MOVIES...
| “AS LONG AS THEY’RE
| NOT ZOMBIE Movies.

 

WY BLASPHEMY. ¥",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1046_panel_1.jpg",neutral,"STILL, I GAN
SEE THAT YOU
CARE A GREAT

DEAL ABOUT THIS
PLANET AND ITS
INHABITANTS. ,",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0753_panel_7.jpg",neutral,"YOU
MAPE THIS?
L’VE GOT TO

INSIDE!",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0380_panel_1.jpg",anger,"NO, JUST
CONFUSED AS
TO WHAT THE

HECK Is GOING",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0775_panel_0.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1026_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0419_panel_4.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0627_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0611_panel_7.jpg",neutral,"S NOT,
DION’T SEE HER
LEAVE. IT’S A
BIG VLACE,
THOUGH. SHE
COULD BE ANY-
WHERE.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0626_panel_1.jpg",neutral,"WELL, IT’S TOO
LATE NOW. T |

PROMISE--T’LL |
MAKE IT UP TO A

I KNOW YOU
WILL.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0624_panel_4.jpg",neutral,"AND THEN CORY SAID
“TLL SEE YOU GUYS
TOMORROW"" AND
TOTALLY Lert with
THE GUY. WE HAP TO 2
BUM A RIDE HOME Seer ety’
OFF SOME GIRL WE’D
° YOU'RE
HERE!",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0804_panel_5.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0476_panel_10.jpg",neutral,"IT’D
Be",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0551_panel_2.jpg",surprise,"oa!

Ss",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1025_panel_0.jpg",surprise,"THE DORM ROOM OF MARK
GRAYSON ANP WILLIAM
CLOCKWELL.

a

y UPSTATE UNIVERSITY. Fer | i Oe |
a my

iA",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0424_panel_0.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0563_panel_4.jpg",surprise,"YOU
KNOW--
> TWO EYES--
. MUSTACHE.

YOU 7
BICLOPS
ALL LOOK
THE SAME",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0942_panel_2.jpg",fear,"GOOP--YOU'RE

STILL HERE. I’VE
. GOT A LIVE ONE
~ FOR YOU.

   
   
      
   
 

  

THE LIZARD LEAGUE
HAS TAKEN OVER A MISSILE
SILO IN WYOMING--THEY’VE

GOT THEIR FINGER ON THE

BUTTON. WE DON’T YET KNOW

WHAT THEIR TARGET IS BUT

EVERY MAJOR CITY ON

THE PLANET IS

    
   
    
 
  
  
 
 

 
   
   
 

THE BEST
PART IS THAT THIS
MISSILE WILL HAVE U,
S AND A WRITTEN ALL
OVER IT. THEY HIT He

 
     
  
  
 

   

    
 
  

WAR THREE.

 

WHICH MEANS
EVEN /F YOUR

TEAMMATES SUCCEED
IN STOPPING THE SEGUID
INVASION, IF THEY
ARE ABLE TO STOP
THEM--

  
   
  
 

   
 
 
 

 
 

THEY
MAY NOT HAVE
A PLANET TO
RETUR® HOME",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0939_panel_2.jpg",sadness,"of A “I
SHORT TOPAY AND
THE WIFE FORGOT TO

PACK MY LUNCH
THIS MORNING.

 
 
 

  

|

A QUARTER A | of

p— i “i
wey
Beet

\ Sa

\",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1084_panel_0.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0837_panel_0.jpg",fear,"IT SOUNPED
IMPORTANT... LIKE
IT WAS SOMETHING
I REALLY NEeEpep

 
 
   
  
  
     
    
    
 

 
 

” YOU FATHER ~
DION’T ALWAYS \ ig
WRITE TRAVEL

  

  
 
    
 

  
 

ITHING
TO DO. BOOKS. ye INK
""DIRTY LITTLE
DAD WROTE SECRET"" STASHED

IN ONE OF THESE
CABINETS OVER HERE.
THEY DIDN’T TAKE OFF,

THEY SOLD BARELY
JUST ENOUGH FOR HIM
TO DO A FEW OF

THEM... BUT I
WAS A FAN.

  
   
     
     
 
   
  

TRAVEL BOOKS
RIGHT? WE’VE GOT
THEM ALL AT THE
HOUSE. WHY
WOULD HE WANT
ME TO READ

  

  

<S",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0487_panel_2.jpg",neutral,""" MAYBE YoU %
7 WERE JUST TOO",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0966_panel_5.jpg",neutral,"JUST TRY

YOUR BEST--IFE
YOU CAN’T--We’LL
FIGURE SOMETHING
OUT. I PROMISE--

BUT PLEASE, KEEP

IT UP AS LONG AS

OU CAN.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0639_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0326_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0291_panel_1.jpg",neutral,"/

«
es
eo wAS

 

fy ‘ > 7
f",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0107_panel_0.jpg",neutral,".. .BUT IF
YOU’RE TRYING
TO SLAM ME INTO
SOMETHING, YOUR
MOON IS THE
CLOSEST OPTION...
AND IT’S THAT",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0128_panel_0.jpg",neutral,"I
SUPPOSE
YOU’RE ALL
WONPERING
WHY I CALLED

YOU HERE.

IF THERE
IS ONE THING
I HAVE LEARNED IN
MY LIFE THUS FAR IT’S

 

THAT THINGS CHANGE. |
T POACAABC? ALMOST",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0611_panel_8.jpg",neutral,"WISH
T HAP TIME
A TOFOLLOW ff
. YOU...

 

| CM OA
wa MWe
y Ae
Li lean Ls
\ 7 QS = 4",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0184_panel_4.jpg",anger,"can’ t STOP
e! I WON’T
Quit UNTIL T
SEE THEIR
BODIES
DESTROYED!",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0508_panel_3.jpg",anger,"& HAV
r ON MY MIND
GIRL TROUBLE...
JRE YOU DON’T
NT TO HEAR
ABOUT IT.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0837_panel_9.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0596_panel_3.jpg",anger,"THE DEAL WAS
Ware REX WAS

HE WAS TRAINED IN
ALL MANNERS OF
GYMNASTICS AND
FIGHTING.

CHEMICALLY ALTERED TO
MAKE IT PENSER--TO

MAKE HIM STRONGER.

| 4 ; >
L. |
i
é
o",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1104_panel_5.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0986_panel_0.jpg",neutral,"THE PENTAGON, THE

Lp ray

‘
a
a
4
a
‘ °",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0888_panel_3.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0984_panel_1.jpg",neutral,"SURE, MAN. I
WAS LEAVING
ANYWAY.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0422_panel_5.jpg",neutral,"THERE’S A
CATCH. IT IS
IMPORTANT THAT
THE AMERICAN
PEOPLE DON’T
THINK OUR SPACE
PROGRAM IS
DEPENDANT ON
UPER-HUMANS,
50 YOU WON’T BE
INVOLVED IN
ANY KIND OF
OFFICIAL
CAPACITY.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0688_panel_2.jpg",neutral,"og
(fs
WE Pox pr",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0064_panel_1.jpg",neutral,"=

a
7
8",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0343_panel_1.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0043_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0876_panel_1.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0753_panel_6.jpg",neutral,"Re 5
THIS PLACE! I MAPE IT.
I’VE BEEN PRACTICING.
I CAN DO ALL SORTS OF
THINGS WITH MY
POWERS Now.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0300_panel_1.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1103_panel_4.jpg",neutral,"On, LM SOKKY, KUVY.
I REALLY DIDN’T MEAN
TO SNAP AT YOU LIKE
THAT... I’M JUST... I’M
FRUSTRATED.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0791_panel_6.jpg",sadness,"ALL TOU Ve

   
    

L’M GOING DONE IS PISS
SON HURT-- ME OFF.
a MAKE YOU

“VEN GOING
HIS CHILD",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0913_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0818_panel_4.jpg",anger,"BEAT YOURSELE
UP OVER IT.

7 YOu DID
THE RIGHT
THING.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0494_panel_1.jpg",neutral,"""tS GOCOY 10 See YOU,
MAN. THANKS FOR COMING YX THE IMMORTAL
BY. I SUPPOSE OUR (S AVERY BUSY
FEARLESS LEAPER COULDN'T FP MAN... .
. | ~~ FORGET

BE BOTHERED TO VAY US /
LOW TIER GUARDIANS A4 THAT! THE
MAN IS A GRADE-A

A VISIT, EH?
JERK. HE VROBABLY
DOESN’T EVEN REALIZE
We WERE HURT. I TELL
YOU, ROBOT, I WASN’T
AROUND UNTIL AFTER

 
      
 

YOU’/RE TWICE THE
LEADER HE
WAS.

  

s baa =

p VA =>. ong

| 2 THE WAY YOU vs
GUIDE US OUT THERE--

CY §=69YOU REALLY HELP OUT.
THE IMMORTAL JUST PoES ,

WHAT HE DOES, HE FIGHTS |e’
THE BATTLES FOR US. THAT'S >a
NOLEADER NOTINMY Boo. £",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0115_panel_1.jpg",neutral,"ARE YOU \
TALKING ABOUT? ‘Ram
I’VE GOT THE a
MANDATE FOR THIS
PLANET RIGHT
HERE!

SEE?
URATH! IT
SAYS IT RIGHT

ERE.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0521_panel_7.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0721_panel_11.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0411_panel_3.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0763_panel_1.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0677_panel_0.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0196_panel_3.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0785_panel_4.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0474_panel_3.jpg",neutral,"ETA Y
FEW PRINKS IN
YOUR MOTHER
AND THERE’S

NOT MUCH SHE
WON’T TELL 4
YOU.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0874_panel_7.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0867_panel_1.jpg",fear,"VEAN WINSLOW
BROUGHT YOU A
LETTER YESTERDAY.
IT’S ON THE

      
   
 
 

 
 

WHAT
Ake YOU
DOING TODAY?
YOU GOT",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1024_panel_1.jpg",anger,"I WAS IN
A BLIND RAGE--
I COULDN’T--

IT WAS
IMPOSSIBLE
TO STOP

HAD
IT BEEN A
DIFFERENT
CIRCUMSTANCE--
HAD IT NOT BEEN &
ALONE, SOMEONE
COULD HAVE

m BEEN HURT.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0402_panel_5.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0556_panel_3.jpg",anger,"POTENTIAL TO TURN THE FORCES THROUGHOUT THE
TIDE IN OUR UNIVERSE IN HOPES OF
FAVOR. IF ONE INDIVIPUALLY CONQUERING
VILTRUMITE HAS MULTIPLE PLANETS AT
ABANDONED HIS POST, ONCE MAY BE PROVEN
SO TOO, IT STANDS TO FOLLY. C THAT
REASON, COULP OTHERS. |

BE THE CASE
IF VILTRUMITE OFFSPRING WE MUST LEARN

HS News CKING
WITH IT MANY QUESTIONS. THE VILTRUMITES’ CURRENT
QUESTIONS WITH THE TACTIC OF SPREADING THEIR

BORN ON ALIEN WORLDS
HAVE NO LOYALTY TO THE TO EXPLOIT d HIS
VILTRUM EMPIRE--WE
MUST DISCOVER IF

THERE ARE
MORE. YES,
NEWLY ADPED
REPRESENTATIVE
FROM THE PLANET
GELDARIA. WHAT
HAVE YOU TO
SAY?",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0496_panel_0.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0471_panel_4.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0574_panel_3.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0453_panel_1.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0678_panel_1.jpg",neutral,"FAST. HE
WILL BE ON
S IN

MOMENTS.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0400_panel_3.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0053_panel_0.jpg",anger,"ron I

EVERYONE’S THINKING IT... AND
7M GOING TO BE THE GUY TO SAY
IT. WHATEVER HAPPENED...
COULON’T HAVE HAPPENED
TOA NICE NCH OF

JESUS, MAREK! THAT'S A PRETTY
MEAN THING TO SAY! I TALKED TO
TODD A FEW TIMES... I MEAN, I
CAN’T SPEAK FOR THE OTHER
TWO BUT HE AT LEAST
SEEMED NICE.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0627_panel_3.jpg",neutral,cN ye,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0959_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0043_panel_5.jpg",neutral,". VO YOU KNOW OF
ANY OTHER SECLUDED
PLACES AROUND

I GUESS
NOT, BUT NOW
THAT WE’RE
IN COSTUME...
HOW PO WE GET
OUT OF HERE
WITHOUT BEING
SPOTTED?",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1076_panel_5.jpg",neutral,"AKROGANT. CONSIVDEKED THE
POSSIBILITY We
COULD BEAT
THEM.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0067_panel_1.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0664_panel_3.jpg",neutral,"I MEAN--
NOLAN IS AN
EARTH NAME,
RIGHT4 YOU HAP TO
HAVE A PIFFERENT
NAME ON VILTRUM.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0640_panel_5.jpg",fear,orm,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0055_panel_0.jpg",neutral,"I DON’T KNOW IF
I CAN MAKE IT. I’Ve
GOT TO WORK
TONIGHT.

IF YOU WANT TO SWING BY
THE... ""SECRET LAIR"" COR
WHATEVER THE BOYS CALL
IT) AFTER SCHOOL TODAY,
I’M SURE ROBOT WOULP
BE GLAD TO SEE YOU.
YOU NEVER DID GET
BACK TO HIM ON
WHETHER OR NOT
YOU WERE GOING
TO JOIN THE
TEAM.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0224_panel_4.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0020_panel_1.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0920_panel_7.jpg",neutral,"THANKS
FOR
TOUGHING
IT OUT.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1026_panel_0.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0473_panel_1.jpg",neutral,"WHAT YOU’RE DOING 4
IS RUBBISH! THIS IS
MERELY A COMMON
TRASH BAG! GOING
BY THE AMOUNT OF
FAST FOOD WASTE,",auto_ocr_sentiment,train
